22877	脑供血不足
G40.304	翁韦里希特-伦德伯格氏病(肌阵挛性癫痫)
G40.306	强直性癫痫
G40.307	强直-阵挛性癫痫
G40.309	全身性惊厥性疾病
G40.310	阵挛性癫痫
G40.311	儿童期失神性癫痫
G40.313	儿童良性癫痫
G40.401	婴儿痉挛症(West综合征)
G40.404	早期肌阵挛性脑病
G40.503	偏侧惊厥-偏瘫综合征
G40.504	偏侧惊厥-偏瘫-癫痫综合征
G40.505	间脑性癫痫(自主神经性癫痫/植物神经性癫痫)
G40.601	癫痫大发作
G40.702	失神性癫痫
G40.801	反射性癫痫
G40.803	内脏性癫痫
G40.806	音乐性癫痫
G40.807	阅读性癫痫
G40.808	呕吐型癫痫
G40.810	光源性癫痫
G40.901	癫痫
G40.904	顽固性癫痫
G41.002	强直性阵挛性癫痫状态
G41.102	癫痫小发作状态
G41.201	复杂部分性癫痫持续状态
G43.101	有典型先兆的偏头痛(经典型偏头痛)
G43.102	偏头痛性先兆(偏头痛等位症)
G43.103	家族性偏瘫型偏头痛
G43.104	基底型偏头痛(基底动脉型偏头痛)
G43.106	有先兆急性发作的偏头痛
G43.201	偏头痛状态
G43.301	复杂性偏头痛
G43.802	眼肌麻痹型偏头痛
G43.803	视网膜型偏头痛
G43.901	偏头痛
G44.001	丛集性头痛
G44.003	慢性丛集性头痛
G44.004	慢性阵发性偏头痛
G44.101	神经性头痛
G44.103	血管性头痛
G44.201	紧张性头痛
G44.202	慢性紧张型头痛
G44.203	发作性紧张型头痛
G44.301	慢性外伤后头痛
G44.401	药物源性头痛
G44.801	自发性低颅压综合征(原发性低颅压/SIHS)
G45.001	椎-基底动脉供血不全
G45.002	椎-基底动脉综合征
G45.004	基底动脉尖综合症(TOBS)
G45.102	颈内动脉缺血
G45.201	多发性入脑前动脉综合征
G45.401	短暂性全面遗忘
G45.802	无名动脉盗血综合征
G45.901	短暂性脑缺血
G45.902	脑动脉痉挛
G47.001	失眠
G47.201	睡眠-觉醒节律障碍
G47.203	不规则睡眠-觉醒型
K50.104	直肠节段性肠炎(直肠克罗恩病)
K50.803	大肠和小肠克罗恩［克隆］病
K50.901	节段性肠炎(克隆病)
K50.902+M07.4*	局限性肠炎性关节病
K51.001	溃疡性(慢性)小肠结肠炎
K51.002	溃疡性(慢性)回肠结肠炎
K51.201	溃疡性(慢性)直肠炎
K51.301	溃疡性(慢性)直肠乙状结肠炎
K51.401	结肠炎性息肉
K51.501	粘膜性直肠结肠炎
K51.801	肛门结肠炎
K51.901	溃疡性肠炎
K51.902	溃疡性结肠炎
K51.903+M07.5*	溃疡性结肠炎性关节病
K52.001	放射性肠炎
K52.101	中毒性腹泻
K52.201	过敏性肠炎
K52.202	过敏性腹泻
K52.203	过敏性结肠炎
K52.204	胃肠道过敏症
K52.205	饮食性腹泻
K52.206	变应性肠炎
K52.801	嗜酸粒细胞性胃肠炎
K52.802	药物相关性肠炎
K52.803	胰源性腹泻
K52.804	嗜酸细胞浸润性小肠炎
K52.901	肠炎
K52.902	出血性结肠炎
K52.903	非感染性腹泻
K52.904	腹泻
K52.905	急性肠炎
K52.906	急性出血性肠炎
K52.907	急性结肠炎
K52.908	急性胃肠炎
K52.909	结肠炎
K52.910	流行性肠炎
K52.911	慢性肠炎
K52.912	慢性腹泻
K52.913	慢性结肠炎
K52.914	慢性胃肠炎
K52.915	脓毒性肠炎
K52.916	秋季腹泻
K52.918	胃肠炎
K52.919	小儿肠炎
K52.920	乙状结肠炎
K52.921	婴儿肠炎
K52.922	婴儿腹泻
K52.923	幼儿腹泻(夏季腹泻)
K55.001	肠坏疽
K55.002	肠坏死
K55.003	肠系膜动脉栓塞
K55.004	肠系膜动脉栓塞伴肠坏死
K55.005	肠系膜动脉狭窄
K55.006	肠系膜坏疽
K55.007	肠系膜动脉血栓形成
K55.008	肠系膜静脉血栓形成伴肠坏死
K55.009	出血性肠梗塞
K55.011	肠缺血梗死
K55.013	缺血性肠坏死
K55.015	缺血性结肠炎
K55.016	肠系膜上腔静脉栓塞
K55.017	肠系膜静脉血栓形成
K55.018	大网膜坏死
G25.801	不安腿综合征
K55.019	急性肠梗塞
K55.020	肠系膜上动脉夹层
K55.101	肠道慢性缺血性综合征
K55.102	肠系膜动脉供血不足
K55.103	肠系膜动脉硬化
K55.104	肠系膜上动脉综合征
K55.105	慢性肠道血管机能不全
K55.106	慢性缺血性结肠炎
K55.107	慢性缺血性小肠炎
K55.108	慢性缺血性结肠小肠炎
K55.211	肠血管畸形
K55.212	肠血管扩张
K55.213	肠血管增生
K55.801	肠系膜动脉炎
K55.802	结肠血管扩张
K55.803	十二指肠动脉破裂
K55.804	十二指肠动脉压迫综合征
K55.805	小肠毛细血管扩张
K55.901	局限性缺血性肠病
K55.902	缺血性肠炎
K55.903	十二指肠憩室梗阻性黄疸综合症(Lemmel综合症)
K56.001	肠麻痹
K56.002	麻痹性肠梗阻
K56.101	肠套叠
K56.102	肠重复
K56.201	肠绞窄
K56.202	肠扭转
K56.204	结肠扭转
K56.205	肠系膜扭转
K56.301	胆石性肠梗阻
K56.401	肠粪嵌塞
K56.402	肠结石
K56.403	肠嵌塞
K56.501	肠梗阻伴粘连
K56.502	肠粘连性狭窄
K56.503	粘连性肠梗阻
K56.601	肠绞窄坏死
K56.602	肠狭窄
K56.603	机械性肠梗阻
K56.605	痉挛性肠梗阻(假性肠梗阻)
K56.606	腹茧症
K56.607	放射性肠病
K56.608	回盲部肿物
K56.609	肠狭窄坏死
K56.610	结肠梗阻
K56.701	不完全性肠梗阻
K56.703	完全性肠梗阻
K57.101	回盲部憩室
K57.102	空肠憩室
K57.103	空肠憩室炎
K57.105	小肠憩室
K57.106	小肠憩室炎
K57.107	十二指肠憩室
K57.301	结肠憩室
K57.302	结肠憩室炎
K57.303	盲肠憩室
K57.304	盲肠憩室炎
K57.306	大肠憩室
K58.901	过敏性结肠
K58.903	痉挛性结肠
K58.906	过敏性大肠综合征
K58.907	肠易激综合征
K59.002	粪便潴留
K59.301	后天性巨结肠
K59.401	肛门痉挛
K59.801	肠道菌群失调
K59.802	肠扩张
K59.803	结肠脾曲综合征
K59.805	结肠松弛
K59.901	肠功能紊乱
K60.001	急性肛裂
K60.101	慢性肛裂
K60.201	肛裂
K60.301	肛瘘
K60.303	高位肛瘘
K60.304	低位肛瘘
K60.402	直肠瘘
K60.403	肛门会阴瘘
K60.404	直肠皮肤瘘
K61.001	肛门旁皮下脓肿
K61.002	肛周脓肿
K61.101	直肠脓肿
K61.201	肛门直肠脓肿
K61.301	坐骨直肠脓肿
K61.401	括约肌内脓肿
K62.001	肛门息肉
K62.002	肛管息肉
K62.101	直肠息肉
K62.201	肛门脱垂
K62.301	直肠粘膜脱垂
K62.302	直肠脱垂
K62.401	肛门狭窄
K62.402	直肠狭窄
K62.501	肛门和直肠出血
K62.601	肛周溃疡
K62.602	直肠溃疡
K62.701	放射性直肠炎
K62.802	肛管囊肿
K62.803	肛管炎
K62.804	肛门囊肿
K62.806	肛乳头肥大
K62.807	巨直肠
K62.809	慢性直肠炎
K62.810	直肠穿孔
K62.811	直肠囊肿
K62.813	直肠肉芽肿
K62.814	直肠吻合口瘢痕
K62.816	肛门括约肌松弛
K62.818	肛窦炎
K62.901	肛旁肿物
K62.902	直肠肿物
K62.903	肛管肿物
K63.101	非创伤性肠穿孔
K63.103	结肠穿孔
K63.104	小肠穿孔
K63.202	手术后小肠瘘
K63.203	肠瘘
K63.204	腹壁肠瘘
K63.206	结肠瘘
K63.207	结肠胸腔瘘
K63.209	盲管瘘
K63.210	盆腔腹壁瘘
K63.212	手术后肠瘘
K63.213	手术后结肠-直肠瘘
K63.301	结肠溃疡
K63.303	小肠溃疡
K63.304	肠溃疡
K63.402	结肠下垂
K63.501	乙状结肠息肉
K63.581	息肉增生
K63.582	结肠息肉
K63.583	降结肠息肉
K63.801	结肠积气
K63.802	肠息肉
K63.804	肠炎性包块
K63.805	盲肠息肉
K63.806	结肠黑变病
K63.808	小肠息肉
K63.809	回盲部肉芽肿
K63.902	肠上皮化生
K63.903	大肠病变
K63.905	盲肠瘀滞症
K63.906	肠系膜肿物
K65.001	肠系膜脓肿
K65.003	腹腔脓肿
K65.004	膈下脓肿
K65.006	急性腹膜炎
K65.008	急性弥漫性腹膜炎
K65.009	弥漫性腹膜炎
K65.010	男性盆腔脓肿
K65.011	男性盆腔炎
K65.013	细菌性腹膜炎
K65.801	肠系膜炎
K65.802	出血性腹膜炎
K65.804	胆汁性腹膜炎
K65.805	多发性浆膜腔积液
K65.807	多浆膜炎
K65.808	局限性腹膜炎
K65.809	慢性腹膜炎
K65.901	腹膜后感染
K65.902	腹膜炎
K65.903	腹腔感染
K65.905	原发性腹膜炎
K66.001	肠系膜粘连
K66.002	肠粘连
K66.004	腹膜粘连
K66.005	腹腔粘连
K66.006	膈肌粘连
K66.009	胃粘连
K66.010	腹壁粘连
K66.102	腹腔积血
K66.801	肠系膜钙化
K66.803	骶前囊肿
K66.804	腹膜后囊肿
K66.805	网膜囊肿
O99.501	妊娠合并过敏性哮喘
O99.5011	妊娠合并呼吸系统疾病
O99.502	妊娠期合并支气管哮喘
O99.5021	分娩合并呼吸系统疾病
O99.503	妊娠合并胸水
O99.5031	产褥期呼吸系统疾病
O99.504	妊娠合并呼吸衰竭
O99.505	妊娠合并支气管扩张
O99.506	妊娠合并肺部感染
O99.507	妊娠合并上呼吸道感染
O99.508	产后并发急性肺水肿
O99.509	妊娠合并支气管炎
O99.510	妊娠合并肺毛霉菌病
O99.601	妊娠合并急性阑尾穿孔
O99.6011	妊娠合并消化系统疾病
O99.602	妊娠合并阑尾炎
O99.6021	分娩合并消化系统疾病
O99.603	妊娠合并腹股沟疝
O99.6031	产褥期消化系统疾病
O99.604	妊娠合并胃炎
O99.605	妊娠合并胆囊结石
O99.606	妊娠合并急性胃肠炎
O99.607	妊娠合并肠炎
O99.608	妊娠合并肛瘘
O99.609	妊娠合并腹膜囊肿
O99.610	妊娠合并腹泻
O99.611	妊娠合并急性胰腺炎
O99.612	妊娠合并胃痉挛
O99.613	妊娠合并肠梗阻
O99.614	妊娠合并牙髓炎
O99.615	妊娠合并肠系膜赘生物
O99.701	妊娠合并银屑病
O99.7011	妊娠合并皮肤和皮下组织的疾病
O99.702	妊娠合并结节性红斑
O99.7021	分娩合并皮肤和皮下组织的疾病
O99.703	妊娠合并痒疹
O99.7031	产褥期皮肤和皮下组织的疾病
O99.704	妊娠合并过敏性皮炎
O99.705	妊娠合并湿疹
O99.706	妊娠合并颈部脓肿
O99.707	妊娠合并荨麻疹
O99.801	妊娠合并外阴白斑
O99.8011	妊娠合并恶性肿瘤
O99.8012	妊娠合并原位肿瘤
O99.8013	妊娠合并良性肿瘤
O99.8014	妊娠合并动态未定或动态未知的肿瘤
O99.8015	妊娠合并眼和附器疾病
O99.8016	妊娠合并耳和乳突疾病
O99.8017	妊娠合并肌肉骨骼系统和结缔组织疾病
O99.8018	妊娠合并泌尿生殖系统疾病
O99.8019	妊娠合并先天性畸形、变形和染色体异常
O99.802	妊娠合并先天性心脏病
O99.8021	分娩合并恶性肿瘤
O99.8022	分娩合并原位肿瘤
O99.8023	分娩合并良性肿瘤
O99.8024	分娩合并动态未定或动态未知的肿瘤
O99.8025	分娩合并眼和附器疾病
O99.8026	分娩合并耳和乳突疾病
O99.8027	分娩合并肌肉骨骼系统和结缔组织疾病
O99.8028	分娩合并泌尿生殖系统疾病
O99.8029	分娩合并先天性畸形、变形和染色体异常
O99.803	妊娠合并先天性脑血管畸形
O99.8031	产褥期恶性肿瘤
O99.8032	产褥期原位肿瘤
O99.8033	产褥期良性肿瘤
O99.8034	产褥期动态未定或动态未知的肿瘤
O99.8035	产褥期眼和附器疾病
O99.8036	产褥期耳和乳突疾病
O99.8037	产褥期肌肉骨骼系统和结缔组织疾病
O99.8038	产褥期泌尿生殖系统疾病
O99.8039	产褥期先天性畸形、变形和染色体异常
O99.804	妊娠合并白血病
O99.805	妊娠合并肾结石
O99.806	妊娠合并尿道结石
O99.807	妊娠合并系统性红斑狼疮
O99.808	妊娠合并垂体瘤
O99.809	妊娠合并肾小管酸中毒
O99.810	妊娠合并硬皮病
O99.813	妊娠合并高度近视
O99.814	妊娠合并先天性房间隔缺损
O99.817	妊娠合并外阴瘢痕
O99.819	妊娠合并输尿管结石
O99.820	妊娠合并腰椎间盘突出
O99.821	妊娠合并强直性脊柱炎
O99.823	妊娠合并先天性肾缺失
O99.824	妊娠合并骨髓异常增生综合征
O99.827	妊娠合并视网膜病
O99.828	妊娠合并黄斑区囊肿
O99.832	产褥期股内收肌腱炎
O99.833	妊娠合并糖耐量异常
P00.801	新生儿狼疮综合征
P01.501	三胎儿
P01.502	双胎儿
P02.301	新生儿胎盘输血综合征
P02.501	新生儿脐带绕颈
P03.501	急产婴儿
P03.601	高危儿
P05.001	低体重儿(婴儿)
P05.101	小于胎龄儿
P05.102	小样儿
P05.201	胎儿营养不良
P05.901	胎儿宫内生长迟缓
P05.902	胎儿生长不良
P07.021	极低体重儿(500-749g)
P07.111	极低体重儿(1000-1249g)
P07.121	极低体重儿(1250-1499g)
P07.211	未成熟儿(孕期小于24整周)
P07.301	早产儿
P07.311	早产儿(孕期等于或大于28整周,但小于32整周)
P07.321	早产儿(孕期等于或大于32整周,但小于37整周)
P08.001	特大婴儿
P08.002	巨大儿
P08.201	过熟儿
P08.202	过期产儿
P10.101	产伤致新生儿脑出血
P10.201	产伤致新生儿脑室内出血
P10.401	产伤致新生儿脑幕撕裂
P10.901	产伤致新生儿颅内出血
P11.001	产伤致新生儿大脑水肿
P11.102	产伤致新生儿脑脊膜脑损伤
P11.103	产伤致新生儿脑白质损伤
P11.302	产伤至新生儿面神经麻痹
P11.501	产伤致新生儿脊柱骨折
P11.503	产伤致新生儿脊柱损伤
P11.504	产伤致新生儿脑脊膜脊髓损伤
P12.001	产伤致新生儿头皮血肿
P12.101	产伤致热带毛孢子菌病
P12.201	产伤致颅骨腱膜下出血
P12.401	新生儿头皮监测性损伤
P12.801	先锋头
P12.901	产伤致新生儿头皮损伤
P13.001	产伤致颅骨骨折
P13.401	产伤致新生儿锁骨骨折
P14.001	产伤致埃尔布麻痹
P14.101	产伤致克隆普克麻痹
P14.301	新生儿臂丛神经损伤
P15.001	产伤致肝破裂
P15.201	产伤致新生儿斜颈
P15.401	产伤致新生儿面部充血
P15.601	产伤致皮下脂肪坏死
P15.801	皮肤产伤
P15.802	新生儿咽部损伤
P20.901	胎儿宫内缺氧
P21.001	新生儿重度窒息
P21.101	新生儿轻度窒息
P21.902	新生儿低氧血症
P22.001	新生儿肺透明膜病
P22.101	新生儿短暂性呼吸过速
P22.102	新生儿湿肺
P23.001	病原体先天性肺炎
P23.101	衣原体性先天性肺炎
P23.301	B族链球菌性先天性肺炎
P23.401	大肠埃希杆菌性先天性肺炎
P23.601	支原体性先天性肺炎
P23.602	流感嗜血杆菌性先天性肺炎
P23.901	新生儿肺炎
P24.001	新生儿胎粪吸入综合征
P24.901	新生儿吸入性肺炎
P24.902	新生儿吸入综合征
P25.101	新生儿气胸
P25.201	新生儿纵隔气肿
P26.001	新生儿气管支气管出血
P26.101	新生儿大量肺出血
P27.001	威尔逊-米基迪综合征
P27.801	新生儿先天性肺纤维化
P27.802	新生儿通气机肺
P28.101	新生儿肺不张
P28.201	新生儿青紫
P28.301	新生儿原发性睡眠呼吸暂停
P28.411	早产儿呼吸暂停
P28.421	新生儿梗阻性呼吸暂停
P28.811	新生儿鼻塞
P28.821	新生儿插管后声门下狭窄
P28.891	新生儿呼吸间断
P28.892	先天性喉喘鸣
P29.001	新生儿心力衰竭
P29.201	新生儿高血压
P29.301	持续性胎儿循环
P29.811	新生儿低血压
P29.821	新生儿心脏生理性杂音
T49.402	角质层增生药中毒
T49.403	毛发治疗的药物和制剂中毒
T49.502	眼科用药和制剂中毒
T49.601	耳科药物和制剂中毒
T49.602	鼻科药物和制剂中毒
T49.603	喉科药物和制剂中毒
T49.701	局部牙科用药中毒
T49.801	杀精子药中毒
T49.901	局部制剂中毒
T50.001	盐(肾上腺)皮质激素类及其拮抗剂中毒
T50.101	袢[强效]利尿剂中毒
T50.201	乙酰醋胺中毒
T50.202	汞利尿药类中毒
T50.301	氯化钾中毒
T50.302	口服再水化盐类中毒
T50.401	尿酸代谢药中毒
T50.501	食欲抑制剂中毒
T50.601	解酒药中毒
T50.602	解毒剂中毒
T50.603	螯合剂中毒
T50.701	兴奋药中毒
T50.702	类鸦片手体拮抗剂中毒
T50.801	诊断性制剂中毒
T50.901	药物中毒
T50.902	酸化剂中毒
T50.903	碱化剂中毒
T50.904	免疫球蛋白中毒
T50.905	免疫制剂中毒
T50.906	作用于脂肪的药中毒
T50.907	甲状旁腺激素类中毒
T51.001	乙醇中毒
T51.101	甲醇中毒
T51.201	异丙醇中毒
T51.301	杂醇油中毒
T51.302	戊基醇中毒
T51.303	丁基醇中毒
T51.304	丙基醇中毒
T51.901	醇类中毒
T52.001	石油产品中毒
T52.002	石脑油中毒
T52.003	煤油中毒
T52.004	汽油中毒
T52.005	醚中毒
T52.006	石油精中毒
T52.101	苯中毒
T52.201	苯同类物中毒
T52.202	甲苯中毒
T52.203	二甲苯中毒
T52.301	脂肪族二元醇类中毒
T52.401	酮类中毒
T52.802	甲醛水溶液中毒
T52.901	有机溶剂中毒
T53.001	四氯化碳中毒
T53.002	四氯代甲烷中毒
T53.101	氯仿中毒
T53.102	三氯甲烷中毒
T53.201	三氯乙烯中毒
T53.301	全氯乙烯中毒
T53.302	四氯乙烯中毒
T53.401	二氯甲烷中毒
T53.501	含氯氟烃类中毒
T53.701	氯酚中毒
T54.001	酚及其同类物中毒
T54.201	硫酸中毒
T54.202	亚硝酸意外中毒
T54.203	盐酸中毒
T54.204	酸样物质中毒
T54.301	苛性碱中毒
T54.302	氢氧化钾中毒
T54.303	氢氧化钠中毒
T54.304	石灰中毒
T54.901	腐蚀性物质中毒
T54.902	卤水中毒
T55xx01	皂类中毒
T55xx02	清洁剂中毒
T55xx03	洗涤剂中毒
T55xx04	消毒剂中毒
T56.001	铅中毒
T56.002	铅化合物中毒
T56.101	汞中毒
T56.103	汞化合物中毒
T56.201	铬化合物中毒
T56.202	铬中毒
T56.301	镉中毒
T56.302	镉化合物中毒
T56.401	铜中毒
T56.402	铜化合物中毒
T56.501	锌中毒
T56.502	锌化合物中毒
T56.601	锡中毒
T56.602	锡化合物中毒
T56.701	铍意外中毒
T56.702	铍化合物中毒
T56.901	金属中毒
T56.902	金属烟雾中毒
T56.903	金属蒸汽中毒
T57.001	砷中毒
T57.002	砷化合物中毒
T57.101	磷化合物中毒
T57.201	锰化合物中毒
T57.301	氰化氢中毒
T57.801	沼气中毒
T58xx01	一氧化碳中毒
T58xx02	家庭火炉的一氧化碳中毒
T59.001	氮中毒
T59.002	氧化氮类中毒
T59.101	二氧化硫中毒
T59.201	甲醛中毒
T59.301	催泪性毒气中毒
T59.401	氯气中毒
T59.501	氟气中毒
T59.502	氟化氢中毒
T59.601	硫化氢中毒
T59.701	二氧化碳中毒
T59.801	氨气中毒
T59.802	液化石油气中毒
T59.803	总烃油蒸气中毒
T59.804	天然气中毒
T59.805	溴甲烷中毒
T59.902	气雾剂中毒
T59.903	挥发剂中毒
T59.904	混合性气体中毒
T60.002	有机磷中毒
T60.003	有机磷酸盐中毒
T60.005	辛硫磷中毒
T60.101	卤化杀虫剂中毒
T60.201	灭蟑螂药中毒
T60.301	除莠剂中毒
T60.401	杀鼠剂中毒
T60.402	杀啮齿类剂中毒
T60.901	杀虫剂中毒
T60.903	木材防腐剂中毒
T61.001	鱼肉中毒
T61.102	组织胺样综合征
T61.201	鱼和贝类中毒
T61.901	海产品中毒
T62.001	蘑菇类中毒
T62.101	浆果类中毒
T62.202	蓖麻子中毒
T62.801	苦杏仁中毒
T62.802	亚硝酸盐意外中毒
T62.901	扁豆中毒
T62.903	食物中毒
T63.001	蛇毒液中毒
T63.201	蝎子毒液中毒
T63.301	蜘蛛毒液中毒
T63.401	蜂螫伤
T63.403	有毒昆虫蟄伤
T63.501	接触鱼后中毒
T63.602	接触海葵后中毒
T63.604	接触海生动物后中毒
T63.605	接触海星后中毒
T63.801	两栖动物毒液中毒
T64xx01	黄曲霉素中毒
T65.001	氰化物中毒
T65.101	士的宁及其盐类中毒
T65.201	烟草中毒
T65.202	尼古丁中毒
T65.302	硝基苯中毒
T65.401	二硫化碳中毒
T65.501	硝基甘油醇中毒
T65.502	三硝酸甘油中毒
T65.602	油漆和染料中毒
T65.801	加湿器消毒剂中毒
T65.803	高锰酸钾中毒
T66xx01	放射病
T67.001	热射病
T67.003	中暑
T67.101	热性晕厥
T67.201	中暑痉挛
T67.301	中暑脱水
T67.401	盐缺失引起的中暑衰竭
T67.402	盐和水缺失引起的中暑虚脱
T67.601	短暂性中暑疲劳
T67.701	中暑水肿
T68xx02	意外性低体温
T69.002	战壕足
T69.101	冻疮
T69.102	耳廓冻疮
T69.104	面部冻疮
T69.105	手冻疮
T69.801	皲裂
T70.101	航空性鼻窦炎
T70.201	高山病
T70.203	飞行员病
T70.204	航空病
T70.205	气压伤
T70.209	高原反应
T70.302	潜水员瘫痪
T70.303	潜水员病
T70.801	冲击波损伤综合征
T71xx01	缺氧性窒息
T71xx03	绞窄性窒息
T71xx04	机械性窒息
T73.001	饥饿
T73.003	绝食
T74.101	幼儿受虐综合征
T74.102	儿童受虐综合征
T74.103	配偶受虐综合征
T74.201	性虐待
T74.301	心理虐待综合征
T74.801	混合型虐待综合征
T74.902	虐待儿童综合征
T75.001	雷击
T75.002	雷电休克
T75.104	游泳者痉挛
T75.202	亚声波眩晕
