ICD10编码	ICD10副编码	ICD10名称	拼音助剂码
M8370/3		肾上腺皮质细胞癌(D74.0)	SSXPZXBAD7
M8371/0		肾上腺皮质腺瘤,致密细胞(D35.0)	SSXPZXLZMX
M8650/3		莱迪细胞瘤,恶性(C62.-)	LDXBLEXC62
M8660/0		卵巢门细胞瘤(D27)	LCMXBLD27
M8670/0		卵巢脂质细胞瘤(D27)	LCZZXBLD27
M8671/0		肾上腺剩余瘤	SSXSYL
M8680/1		节旁体瘤 NOS	JPTLNOS
M8680/3		节旁体瘤,恶性	JPTLEX
M8681/1		交感神经节旁体瘤	JGSJJPTL
M8682/1		副交感神经节旁体瘤	FJGSJJPTL
M8683/0		神经节细胞性节旁体瘤(D13.2)	SJJXBXJPTL
M8690/1		颈静脉球瘤(D44.7)	JJMQLD447
M8691/1		主动脉体瘤(D44.7)	ZDMTLD447
M8692/1		颈动脉体瘤(D44.6)	JDMTLD446
M8693/1		肾上腺外节旁体瘤 NOS	SSXWJPTLNO
M8693/3		肾上腺外节旁体瘤,恶性	SSXWJPTLEX
M8693/6		转移性化学感受瘤	ZYXHXGSL
M8700/0		嗜铬细胞瘤 NOS(D35.0)	SGXBLNOSD3
M8700/3		嗜铬细胞瘤,恶性(C74.1)	SGXBLEXC74
M8700/6		转移性嗜铬细胞瘤	ZYXSGXBL
M8710/3		血管球肉瘤	XGQRL
M8711/0		血管球瘤	XGQL
M8712/0		血管球性血管瘤	XGQXXGL
M8713/0		血管球肌瘤	XGQJL
M8720/0		色素痣 NOS(D22.-)	SSZNOSD22
M8720/2		原位黑(色素)瘤(D03.-)	YWHSSLD03
M8720/3		恶性黑(色素)瘤 NOS	EXHSSLNOS
M8720/6		恶性黑(色素)瘤，转移性， NOS	EXHSSLZYXN
M8721/3		结节性黑(色素)瘤(C43.-)	JJXHSSLC43
M8722/0		气球细胞痣(D22.-)	QQXBZD22
M8722/3		气球细胞黑(色素)瘤(C43.-)	QQXBHSSLC4
M8723/0		晕样痣(D22.-)	YYZD22
M8723/3		恶性黑(色素)瘤,退行性(C43.-)	EXHSSLTXXC
M8724/0		鼻纤维性丘疹(D22.3)	BXWXQZD223
M8725/0		神经痣(D22.-)	SJZD22
M8726/0		巨细胞痣(D31.4)	JXBZD314
M8727/0		发育不良痣(D22.-)	FYBLZD22
M8730/0		无色素痣(D22.-)	WSSZD22
M8730/3		无色素性黑(色素)瘤(C43.-)	WSSXHSSLC4
M8740/0		交界痣 NOS(D22.-)	JJZNOSD22
M8740/3		交界痣内的恶性黑(色素)瘤(C43.-)	JJZNDEXHSS
M8741/2		癌前黑素沉着病 NOS(D03.-)	AQHSCZBNOS
M8741/3		癌前黑素沉着病内的恶性黑(色素)瘤(C43.-)	AQHSCZBNDE
M8742/2		哈奇森黑素雀斑 NOS(D03.-)	HQSHSQBNOS
M8742/3		哈奇森黑素雀斑内的恶性黑(色素)瘤(C43.-)	HQSHSQBNDE
M8743/3		表面扩散性黑(色素)瘤(C43.-)	BMKSXHSSLC
M8744/3		肢端着色斑性黑(色素)瘤,恶性(C43.-)	ZDZSBXHSSL
M8745/3		促结缔组织增生性黑(色素)瘤,恶性(C43.-)	CJDZZZSXHS
M8750/0		皮内痣(D22.-)	PNZD22
M8760/0		复合痣(D22.-)	FHZD22
M8761/1		巨大色素痣 NOS(D48.5)	JDSSZNOSD4
M8761/3		巨大色素痣内的恶性黑(色素)瘤(C43.-)	JDSSZNDEXH
M8770/0		上皮样细胞和梭形细胞痣(D22.-)	SPYXBHSXXB
M8770/3		混合性上皮细胞和梭形细胞黑(色素)瘤	HHXSPXBHSX
M8771/0		上皮样细胞痣(D22.-)	SPYXBZD22
M8771/3		上皮样细胞黑(色素)瘤	SPYXBHSSL
M8772/0		梭形细胞痣(D22.-)	SXXBZD22
M8772/3		梭形细胞黑(色素)瘤 NOS	SXXBHSSLNO
M8623/1		性索瘤,伴有环状小管(D39.1)	XSLBYHZXGD
M8630/0		男性细胞瘤,良性	NXXBLLX
M8630/1		男性细胞瘤 NOS	NXXBLNOS
M8780/0		蓝痣 NOS(D22.-)	LZNOSD22
M8780/3		蓝痣,恶性(C43.-)	LZEXC43
M8790/0		细胞性蓝痣(D22.-)	XBXLZD22
M8800/0		软组织肿瘤,良性	RZZZLLX
M8800/3		肉瘤 NOS	RLNOS
M8800/6		肉瘤病 NOS	RLBNOS
M8801/3		梭形细胞肉瘤	SXXBRL
M8802/3		巨细胞肉瘤(除外骨的M9250/3)	JXBRLCWGDM
M8803/3		小细胞肉瘤	XXBRL
M8804/3		上皮样肉瘤	SPYRL
M8810/0		纤维瘤 NOS	XWLNOS
M8810/3		纤维肉瘤 NOS	XWRLNOS
M8810/6		转移性纤维肉瘤	ZYXXWRL
M8811/0		纤维粘液瘤	XWZYL
M8811/3		纤维粘液肉瘤	XWZYRL
M8812/0		骨膜纤维瘤(D16.-)	GMXWLD16
M8812/3		骨膜纤维肉瘤(C40.-,C41.-))	GMXWRLC40C
M8813/0		筋膜纤维瘤	JMXWL
M8813/3		筋膜纤维肉瘤	JMXWRL
M8814/3		婴儿性纤维肉瘤	YEXXWRL
M8820/0		弹力纤维瘤	DLXWL
M8821/1		侵蚀性纤维瘤病	QSXXWLB
M8822/1		腹部纤维瘤病	FBXWLB
M8823/1		促结缔组织增生性纤维瘤	CJDZZZSXXW
M8824/1		肌纤维瘤病	JXWLB
M8830/0		纤维组织细胞瘤 NOS	XWZZXBLNOS
M8830/1		非典型性纤维组织细胞瘤	FDXXXWZZXB
M8830/3		纤维组织细胞瘤,恶性	XWZZXBLEX
M8830/6		转移性纤维组织细胞瘤	ZYXXWZZXBL
M8831/1		纤维母细胞瘤(孤立性细胞瘤)	XWMXBLGXXB
M8832/0		皮肤纤维瘤 NOS(D23.-)	PFXWLNOSD2
M8832/3		皮肤纤维肉瘤 NOS(C44.-)	PFXWRLNOSC
M8833/3		色素沉着性隆凸性皮肤纤维肉瘤	SSCZXLTXPF
M8840/0		粘液瘤 NOS	ZYLNOS
M8840/3		粘液肉瘤	ZYRL
M8841/1		血管粘液瘤	XGZYL
M8850/0		脂肪瘤 NOS(D17.-)	ZFLNOSD17
M8850/3		脂肪肉瘤 NOS	ZFRLNOS
M8850/6		转移性脂肪肉瘤	ZYXZFRL
M8851/0		纤维脂肪瘤(D17.-)	XWZFLD17
M8851/3		脂肪肉瘤,高分化的	ZFRLGFHD
M8852/0		纤维粘液脂肪瘤(D17.-)	XWZYZFLD17
M8852/3		粘液样脂肪肉瘤	ZYYZFRL
M8853/3		圆细胞脂肪肉瘤	YXBZFRL
M8854/0		多形性脂肪瘤(D17.-)	DXXZFLD17
M8854/3		多形性脂肪肉瘤	DXXZFRL
M8855/3		混合性脂肪肉瘤	HHXZFRL
M8856/0		肌内脂肪瘤(D17.-)	JNZFLD17
M8857/0		梭形细胞脂肪瘤(D17.-)	SXXBZFLD17
M8858/3		去分化性脂肪肉瘤	QFHXZFRL
M8860/0		血管肌脂肪瘤(D17.-)	XGJZFLD17
M8861/0		血管脂肪瘤 NOS(D17.-)	XGZFLNOSD1
M8870/0		骨髓脂肪瘤(D17.-)	GSZFLD17
M8880/0		蛰伏脂瘤(棕色脂肪瘤)(D17.-)	ZFZLD17
M8881/0		成脂细胞瘤病(D17.-)	CZXBLBD17
M8890/0		平滑肌瘤 NOS	PHJLNOS
M8890/1		平滑肌瘤病 NOS	PHJLBNOS
M8890/3		平滑肌肉瘤 NOS	PHJRLNOS
M8890/6		转移性平滑肌肉瘤	ZYXPHJRL
M8891/0		上皮样平滑肌瘤	SPYPHJL
M8891/3		上皮样平滑肌肉瘤	SPYPHJRL
M8892/0		细胞性平滑肌瘤	XBXPHJL
M8893/0		奇异性平滑肌瘤	QYXPHJL
M8894/0		血管肌瘤	XGJL
M8894/3		血管肌肉瘤	XGJRL
M8895/0		肌瘤	JL
M8895/3		肌肉瘤	JRL
M8896/3		粘液样平滑肌肉瘤	ZYYPHJRL
M8897/1		平滑肌肿瘤 NOS	PHJZLNOS
M8900/0		横纹肌瘤 NOS	HWJLNOS
M8900/3		横纹肌肉瘤 NOS	HWJRLNOS
M8901/3		多形型横纹肌肉瘤	DXXHWJRL
M8902/3		混合型横纹肌肉瘤	HHXHWJRL
M8903/0		胎儿横纹肌瘤	TEHWJL
M8904/0		成人横纹肌瘤	CRHWJL
M8910/3		胚胎型横纹肌肉瘤[葡萄样肉瘤(C49.9)]	PTXHWJRL
M8372/0		肾上腺皮质腺瘤,富色素变异(D35.0)	SSXPZXLFSS
M8373/0		肾上腺皮质腺瘤,明细胞(D35.0)	SSXPZXLMXB
M8374/0		肾上腺皮质腺瘤,小球细胞(D35.0)	SSXPZXLXQX
M8375/0		肾上腺皮质腺瘤,混合细胞(D35.0)	SSXPZXLHHX
M8380/0		子宫内膜样腺瘤 NOS(D27)	ZGNMYXLNOS
M8380/1		子宫内膜样腺瘤,交界恶性(D39.1)	ZGNMYXLJJE
M8380/3		子宫内膜样癌(C56)	ZGNMYAC56
M8380/6		转移性子宫内膜样腺癌	ZYXZGNMYXA
M8381/0		子宫内膜样腺纤维瘤 NOS(D27)	ZGNMYXXWLN
M8381/1		子宫内膜样腺纤维瘤,交界恶性(D39.1)	ZGNMYXXWLJ
M8381/3		子宫内膜样腺纤维瘤,恶性(C56)	ZGNMYXXWLE
M8390/0		皮肤附属器腺瘤(D23.-)	PFFSQXLD23
M8390/3		皮肤附属器癌(C44.-)	PFFSQAC44
M8400/0		汗腺腺瘤(D23.-)	HXXLD23
M8400/1		汗腺瘤 NOS(D48.5)	HXLNOSD485
M8400/3		汗腺腺癌(C44.-)	HXXAC44
M8401/0		顶泌性腺瘤	DMXXL
M8401/3		顶泌性腺癌	DMXXA
M8402/0		外分泌性肢端汗腺瘤(D23.-)	WFMXZDHXLD
M8403/0		外分泌性汗腺腺瘤(D23.-)	WFMXHXXLD2
M8404/0		汗腺囊瘤(D23.-)	HXNLD23
M8405/0		乳头状汗腺腺瘤(D23.-)	RTZHXXLD23
M8406/0		乳头状汗管腺瘤(D23.-)	RTZHGXLD23
M8407/0		汗管瘤 NOS(D23.-)	HGLNOSD23
M8408/0		外分泌性乳头状腺瘤(D23.-)	WFMXRTZXLD
M8410/0		皮脂腺腺瘤(D23.-)	PZXXLD23
M8410/3		皮脂腺腺癌(C44.-)	PZXXAC44
M8420/0		耵聍腺瘤(D23.2)	DNXLD232
M8420/3		耵聍腺癌(C44.2)	DNXAC442
M8430/1		粘液表皮样瘤	ZYBPYL
M8430/3		粘液表皮样癌	ZYBPYA
M8440/0		囊腺瘤 NOS	NXLNOS
M8440/3		囊腺癌 NOS	NXANOS
M8440/6		转移性囊腺癌	ZYXNXA
M8441/0		浆液性囊腺瘤 NOS(D27)	JYXNXLNOSD
M8441/3		浆液性囊腺癌 NOS(C56)	JYXNXANOSC
M8441/6		转移性浆液性囊腺癌	ZYXJYXNXA
M8442/3		浆液性囊腺瘤,交界恶性(C56)	JYXNXLJJEX
M8450/0		乳头状囊腺瘤 NOS(D27)	RTZNXLNOSD
M8450/3		乳头状囊腺癌 NOS(C56)	RTZNXANOSC
M8450/6		转移性乳头状囊腺癌	ZYXRTZNXA
M8451/3		乳头状囊腺瘤,交界恶性(C56)	RTZNXLJJEX
M8452/1		乳头状囊性瘤(D37.7)	RTZNXLD377
M8460/0		乳头状浆液性囊腺瘤 NOS(D27)	RTZJYXNXLN
M8460/3		乳头状浆液性囊腺癌(C56)	RTZJYXNXAC
M8460/6		乳头状浆液性囊腺癌,转移性	RTZJYXNXAZ
M8461/0		浆液性表面乳头状瘤(D27)	JYXBMRTZLD
M8313/0		明细胞腺纤维瘤	MXBXXWL
M8314/3		富脂质癌	FZZA
M8315/3		富糖原癌	FTYA
M8470/3		粘液性囊腺癌 NOS(C56)	ZYXNXANOSC
M8470/6		转移性粘液性囊腺癌	ZYXNYXNXA
M8471/0		乳头状粘液性囊腺瘤 NOS(D27)	RTZZYXNXLN
M8471/3		乳头状粘液性囊腺癌(C56)	RTZZYXNXAC
M8471/6		转移性乳头状粘液性囊腺癌	ZYXRTZNYXN
M8472/3		粘液性囊腺瘤,交界恶性(C56)	ZYXNXLJJEX
M8473/3		乳头状粘液性囊腺瘤,交界恶性(C56)	RTZZYXNXLJ
M8480/0		粘蛋白腺瘤(粘液腺瘤)	ZDBXL
M8480/3		粘蛋白腺癌(粘液腺癌 )	ZDBXA
M8480/6		腹膜假粘液瘤(C78.6)(转移性粘液性腺癌)	FMJZYLC786
M8481/3		产粘液性腺癌	CZYXXA
M8490/3		印戒细胞癌	YJXBA
M8490/6		转移性印戒细胞癌[克鲁肯伯格氏瘤(C79.6)]	ZYXYJXBA
M8500/2		导管内癌,非浸润性 NOS	DGNAFJRXNO
M8500/3		浸润性导管癌(C50.-)	JRXDGAC50
M8500/6		继发性导管癌	JFXDGA
M8501/2		粉刺癌,非浸润性(D05.-)	FCAFJRXD05
M8501/3		粉刺癌 NOS(C50.-)	FCANOSC50
M8502/3		乳房的幼年型癌(C50.-)	RFDYNXAC50
M8503/0		导管内乳头状瘤	DGNRTZL
M8503/2		非浸润性导管内乳头状腺癌(D05.-)	FJRXDGNRTZ
M8503/3		导管内乳头状腺癌,伴有侵袭(C50.-)	DGNRTZXABY
M8504/0		囊内乳头状腺瘤	NNRTZXL
M8504/2		非浸润性囊内癌	FJRXNNA
M8504/3		囊内癌 NOS	NNANOS
M8505/0		导管内乳头状瘤病 NOS	DGNRTZLBNO
M8506/0		乳头的腺瘤(D24)	RTDXLD24
M8510/3		髓样癌 NOS	SYANOS
M8510/6		转移性髓性癌	ZYXSXA
M8511/3		髓样癌,伴有淀粉样间质(C73)	SYABYDFYJZ
M8512/3		髓样癌,伴有淋巴样间质(C50.-)	SYABYLBYJZ
M8520/2		小叶性原位癌(D05.0)	XYXYWAD050
M8520/3		小叶性癌 NOS(C50.-)	XYXANOSC50
M8521/3		浸润性小管性癌(C50.-)	JRXXGXAC50
M8522/2		导管内癌和小叶性原位癌(D05.7)	DGNAHXYXYW
M8522/3		浸润性导管和小叶性癌(C50.-)	JRXDGHXYXA
M8530/3		炎性癌(C50.-)	YXAC50
M8540/3		佩吉特病,乳房(C50.-)	PJTBRFC50
M8541/3		乳房的佩吉特病和浸润性导管癌(C50.-)	RFDPJTBHJR
M8542/3		乳房以外的佩吉特病(除外骨的佩吉特病)	RFYWDPJTBC
M8543/3		乳房的佩吉特病和导管内癌(C50.-)	RFDPJTBHDG
M8550/0		腺泡细胞腺瘤	XPXBXL
M8550/1		腺泡细胞瘤	XPXBL
M8550/3		腺泡细胞癌	XPXBA
M8550/6		转移性腺泡细胞癌	ZYXXPXBA
M8560/3		腺鳞癌	XLA
M8560/6		继发性腺鳞癌	JFXXLA
M8561/0		腺淋巴瘤(淋巴瘤性乳头状囊腺瘤)(D11.-)	XLBLD11
M8562/3		上皮-肌上皮癌	SPJSPA
M8570/3		腺癌,伴有鳞状化生(腺棘皮癌)	XABYLZHS
M8571/3		腺癌,伴有软骨和骨化生	XABYRGHGHS
M8572/3		腺癌,伴有梭形细胞化生	XABYSXXBHS
M8573/3		腺癌,伴有顶泌性汗腺化生	XABYDMXHXH
M8580/0		胸腺瘤,良性(D15.0)	XXLLXD150
M8580/3		胸腺瘤,恶性(C37)	XXLEXC37
M8580/6		继发性胸腺瘤	JFXXXL
M8590/1		性索-间质瘤	XSJZL
M8600/0		泡膜细胞瘤 NOS(D27)	PMXBLNOSD2
M8600/3		泡膜细胞瘤,恶性(C56)	PMXBLEXC56
M8601/0		泡膜细胞瘤,黄体化(D27)	PMXBLHTHD2
M8602/0		硬化性间质瘤(D27)	YHXJZLD27
M8610/0		黄体瘤 NOS(D27)	HTLNOSD27
M8620/1		卵泡细胞瘤 NOS(D39.1)	LPXBLNOSD3
M8620/3		卵泡细胞瘤,恶性(C56)	LPXBLEXC56
M8621/1		卵泡细胞-膜细胞瘤(D39.1)	LPXBMXBLD3
M8622/1		幼年型卵泡细胞瘤(D39.1)	YNXLPXBLD3
M8461/3		浆液性表面乳头状癌(C56)	JYXBMRTZAC
M8462/3		乳头状浆液性囊腺瘤,交界恶性(C56)	RTZJYXNXLJ
M8470/0		粘液性囊腺瘤 NOS(D27)	ZYXNXLNOSD
M8630/3		男性细胞瘤,恶性	NXXBLEX
M8631/0		塞尔托利-莱迪细胞瘤(支持-间质细胞瘤)	SETLLDXBL
M8632/1		两性胚细胞瘤(D39.1)	LXPXBLD391
M8640/0		塞尔托利细胞瘤 NOS	SETLXBLNOS
M8640/3		塞尔托利细胞癌(C62.-)	SETLXBAC62
M8641/0		塞尔托利细胞瘤,伴有脂质贮积(D27)	SETLXBLBYZ
M8650/0		莱迪细胞瘤,良性(D29.2)	LDXBLLXD29
M8650/1		莱迪细胞瘤 NOS(D40.1)	LDXBLNOSD4
T93.501		下肢肌肉和肌腱损伤的后遗症(分类于S7	XZJRHJJSSDHY
T93.801		陈旧性趾挫伤	CJXZCS
T94.101		陈旧性躯干骨折	CJXQGGZ
T95.001		陈旧性外耳道烧伤	CJXWEDSS
T95.201		手烧伤、腐蚀伤和冻伤后遗症	SSSFSSHDSHYZ
T95.801		陈旧性眼烧伤	CJXYSS
T95.901		烧伤后遗症	SSHYZ
T97  01		一氧化碳中毒后遗症	YYHTZDHYZ
T97  02		中毒性脑病后遗症	ZDXNBHYZ
V01.901		行人在与脚踏车碰撞中的损伤	XRZYJTCPZZDSS
V02.901		行人在与摩托车碰撞中的损伤	XRZYMTCPZZDSS
V03.101		行人在交通事故中与汽车碰撞的损伤	XRZJTSGZYQCPZDSS
V03.901		汽车碰撞中的损伤	QCPZZDSS
V04.101		行人与公共汽车或重型运输车碰撞的损	XRYGGQCHZXYSCPZDSS
V04.901		未特指为交通事故或非交通事故的行人	WTZWJTSGHFJTSGDXRY
V05.901		火车碰伤	HCPS
V05.902		行人被火车磁伤	XRBHCCS
V09.201		行人被机动车辆碰撞的交通事故	E3XRBJDCLPZD
M9070/3		胚胎性癌 NOS	PTXANOS
M9071/3		内胚窦瘤(卵黄囊瘤)	NPDL
M9071/6		转移性内胚窦瘤	ZYXNPDL
M9072/3		多胚瘤	DPL
M8910/6		转移性胚胎性横纹肌肉瘤	ZYXPTXHWJR
M8920/3		小泡型横纹肌肉瘤	XPXHWJRL
M8930/0		子宫内膜间质结节(D26.1)	ZGNMJZJJD2
M9080/3		畸胎瘤,恶性 NOS	JTLEXNOS
M9080/6		转移性畸胎瘤	ZYXJTL
M9081/3		畸胎癌	JTA
M9082/3		恶性畸胎瘤,未分化的	EXJTLWFHD
M9083/3		恶性畸胎瘤,中分化的	EXJTLZFHD
M9084/0		皮样囊肿 NOS	PYNZNOS
M9084/3		畸胎瘤伴有恶性变	JTLBYEXB
M9085/3		混合性生殖细胞瘤	HHXSZXBL
M9090/0		卵巢甲状腺肿 NOS(D27)	LCJZXZNOSD
M9090/3		卵巢甲状腺肿,恶性(C56)	LCJZXZEXC5
M9091/1		甲状腺肿性类癌(D39.1)	JZXZXLAD39
M9100/0		葡萄胎 NOS(O01.9)	PTTNOSO019
M9100/1		侵袭性葡萄胎(恶性葡萄胎)(D39.2)	QXXPTTD392
M9100/3		绒毛膜癌 NOS	RMMANOS
M9100/6		恶性葡萄胎，转移性	EXPTTZYX
M9101/3		绒毛膜癌伴有其他生殖细胞成份	RMMABYQTSZ
M9102/3		恶性畸胎瘤,滋养层的(C62.-)	EXJTLZYCDC
M9103/0		部分性葡萄胎(O01.1)	BFXPTTO011
M9104/1		胎盘部位滋养层的肿瘤(D39.2)	TPBWZYCDZL
M9110/0		中肾瘤,良性	ZSLLX
M9110/1		中肾性肿瘤	ZSXZL
M9110/3		中肾瘤,恶性	ZSLEX
M9120/0		血管瘤 NOS(D18.0)	XGLNOSD180
M9120/3		血管肉瘤	XGRL
M9120/6		转移性血管肉瘤	ZYXXGRL
M9121/0		海绵状血管瘤(D18.0)	MZXGLD180
M9122/0		静脉性血管瘤(D18.0)	JMXXGLD180
M9123/0		葡萄状(蔓状)血管瘤(D18.0)	PTZXGLD180
M9124/3		枯否细胞肉瘤(C22.3)	KFXBRLC223
M9125/0		上皮样血管瘤(D18.0)	SPYXGLD180
M9126/0		组织细胞样血管瘤(D18.0)	ZZXBYXGLD1
M9130/0		血管内皮瘤,良性(D18.0)	XGNPLLXD18
M9130/1		血管内皮瘤 NOS	XGNPLNOS
M9130/3		血管内皮瘤,恶性	XGNPLEX
M9130/6		转移性血管内皮瘤	ZYXXGNPL
M9131/0		毛细血管瘤(D18.0)	MXXGLD180
M9132/0		肌内血管瘤(D18.0)	JNXGLD180
M9133/1		上皮样血管内皮瘤 NOS	SPYXGNPLNO
M9133/3		上皮样血管内皮瘤,恶性	SPYXGNPLEX
M9134/1		血管内支气管肺泡瘤(D38.1)	XGNZQGFPLD
M9140/3		卡波西肉瘤(C46.-)	KBXRLC46
M9141/0		血管角质瘤	XGJZL
M9142/0		疣性角化性血管瘤(D18.0)	YXJHXXGLD1
M9150/0		血管外皮细胞瘤,良性	XGWPXBLLX
M9150/1		血管外皮细胞瘤 NOS	XGWPXBLNOS
M9150/3		血管外皮细胞瘤,恶性	XGWPXBLEX
M9160/0		血管纤维瘤 NOS	XGXWLNOS
M9161/1		成血管细胞瘤	CXGXBL
M9170/0		淋巴管瘤 NOS(D18.1)	LBGLNOSD18
M9170/3		淋巴管肉瘤	LBGRL
M9171/0		毛细淋巴管瘤(D18.1)	MXLBGLD181
M9172/0		海绵状淋巴管瘤(D18.1)	MZLBGLD181
M9173/0		囊性淋巴管瘤(D18.1)	NXLBGLD181
M9174/0		淋巴管肌瘤(D18.1)	LBGJLD181
M9174/1		淋巴管肌瘤病	LBGJLB
M9175/0		血管淋巴管瘤(D18.1)	XGLBGLD181
M9180/0		骨瘤 NOS(D16.-)	GLNOSD16
M9180/3		骨肉瘤(成骨肉瘤) NOS(C40.-,C41.-)	GRLNOSC40C
M9180/6		转移性成骨肉瘤	ZYXCGRL
M9181/3		成软骨细胞性骨肉瘤(C40.-,C41.-)	CRGXBXGRLC
M9182/3		成纤维细胞性骨肉瘤(C40.-,C41.-)	CXWXBXGRLC
M9183/3		毛细血管扩张性骨肉瘤(C40.-,C41.-)	MXXGKZXGRL
M9184/3		骨佩吉特病内的骨肉瘤(C40.-,C41.-)	GPJTBNDGRL
M9185/3		小细胞骨肉瘤(C40.-,C41.-)	XXBGRLC40C
M9190/3		近皮质骨肉瘤(C40.-,C41.-)	JPZGRLC40C
M9191/0		骨样骨瘤 NOS(D16.-)	GYGLNOSD16
M9200/0		成骨细胞瘤 NOS(D16.-)	CGXBLNOSD1
M9200/1		侵袭性成骨细胞瘤(D48.0)	QXXCGXBLD4
M9210/0		骨软骨瘤(D16.-)	GRGLD16
M9073/1		性腺胚细胞瘤	XXPXBL
M9080/0		畸胎瘤,良性	JTLLX
M9080/1		畸胎瘤 NOS	JTLNOS
M9220/3		软骨肉瘤 NOS(C40.-,C41.-)	RGRLNOSC40
M9220/6		软骨肉瘤,转移性,NOS	RGRLZYXNOS
M9221/0		近皮质软骨瘤(D16.-)	JPZRGLD16
M9221/3		近皮质软骨肉瘤(C40.-,C41.-)	JPZRGRLC40
M9230/0		成软骨细胞瘤 NOS(D16.-)	CRGXBLNOSD
M9230/3		成软骨细胞瘤,恶性(C40.-,C41.-)	CRGXBLEXC4
M9231/3		粘液样软骨肉瘤	ZYYRGRL
M9240/3		间质软骨肉瘤	JZRGRL
M9241/0		软骨粘液样纤维瘤(D16.-)	RGZYYXWLD1
M9250/1		骨巨细胞瘤 NOS(D48.0)	GJXBLNOSD4
M9250/3		骨巨细胞瘤,恶性(C40.-,C41.-)	GJXBLEXC40
M9251/1		软组织巨细胞瘤 NOS	RZZJXBLNOS
M9251/3		软组织恶性巨细胞瘤	RZZEXJXBL
M9260/3		尤因肉瘤(C40.-,C41.-)	YYRLC40C41
M9261/3		长骨的釉质瘤(C40.-)	CGDYZLC40
M9262/0		骨化性纤维瘤(D16.-)	GHXXWLD16
M9270/0		牙源性瘤,良性(D16.4,D16.5)	YYXLLXD164
M9270/1		牙源性瘤 NOS(D48.0)	YYXLNOSD48
M9270/3		牙源性瘤,恶性(C41.0,C41.1)	YYXLEXC410
M9271/0		牙本质瘤(D16.4,D16.5)	YBZLD164D1
M9272/0		牙骨质瘤 NOS(D16.4,D16.5)	YGZLNOSD16
M9273/0		成牙骨质细胞瘤,良性(D16.4,D16.5)	CYGZXBLLXD
M9274/0		牙骨质化性纤维瘤(D16.4,D16.5)	YGZHXXWLD1
M9275/0		巨形牙骨质瘤(D16.4,D16.5)	JXYGZLD164
M9280/0		牙瘤 NOS(D16.4,D16.5)	YLNOSD164D
M9281/0		混合性牙瘤(D16.4,D16.5)	HHXYLD164D
M9282/0		复合性牙瘤(D16.4,D16.5)	FHXYLD164D
M9290/0		成釉细胞纤维牙瘤(D16.4,D16.5)	CYXBXWYLD1
M9290/3		成釉细胞牙肉瘤(C41.0,C41.1)	CYXBYRLC41
M9300/0		腺瘤样牙源性瘤(D16.4,D16.5)	XLYYYXLD16
M9301/0		钙化性牙源性囊肿(D16.4,D16.5)	GHXYYXNZD1
M9302/0		牙源性形骸细胞瘤(D16.4,D16.5)	YYXXHXBLD1
M9310/0		成釉细胞瘤 NOS(D16.4,D16.5)	CYXBLNOSD1
M9310/3		成釉细胞瘤,恶性(C41.0,C41.1)	CYXBLEXC41
M9311/0		牙成釉细胞瘤(D16.4,D16.5)	YCYXBLD164
M9312/0		鳞状牙源性瘤(D16.4,D16.5)	LZYYXLD164
M9320/0		牙源性粘液瘤(D16.4,D16.5)	YYXZYLD164
M9321/0		中心牙源性纤维瘤(D16.4,D16.5)	ZXYYXXWLD1
M9322/0		周围牙源性纤维瘤(D16.4,D16.5)	ZWYYXXWLD1
M9330/0		成釉细胞纤维瘤(D16.4,D16.5)	CYXBXWLD16
M9330/3		成釉细胞纤维肉瘤(C41.0,C41.1)	CYXBXWRLC4
M9340/0		钙化上皮性牙源性瘤(D16.4,D16.5)	GHSPXYYXLD
M9350/1		颅咽管瘤(D44.3,D44.4)	LYGLD443D4
M9360/1		松果体瘤(D44.5)	SGTLD445
M9361/1		松果体细胞瘤(D44.5)	SGTXBLD445
M9362/3		成松果体细胞瘤(C75.3)	CSGTXBLC75
M9363/0		黑变病的神经外胚瘤	HBBDSJWPL
M9364/3		周围性神经外胚瘤	ZWXSJWPL
M9370/3		脊索瘤	JSL
M9380/3		神经胶质瘤,恶性(C71.-)	SJJZLEXC71
M9381/3		大脑神经胶质瘤病(C71.-)	DNSJJZLBC7
M9382/3		混合性神经胶质瘤(C71.-)	HHXSJJZLC7
M9383/1		室管膜下神经胶质瘤(D43.-)	SGMXSJJZLD
M9384/1		室管膜下巨细胞星形细胞瘤(D43.-)	SGMXJXBXXX
M9390/0		脉络丛乳头状瘤 NOS(D33.0)	MLCRTZLNOS
M9390/3		脉络丛乳头状瘤,恶性(C71.5)	MLCRTZLEXC
M9391/3		室管膜瘤 NOS(C71.-)	SGMLNOSC71
M9392/3		室管膜瘤,间变的(C71.-)	SGMLJBDC71
M9393/1		乳头状室管膜瘤(D43.-)	RTZSGMLD43
M9394/1		粘液乳头状室管腺瘤(D43.-)	ZYRTZSGXLD
M9400/3		星形细胞瘤 NOS(C71.-)	XXXBLNOSC7
M9210/1		骨软骨瘤病 NOS(D48.0)	GRGLBNOSD4
M9220/0		软骨瘤 NOS(D16.-)	RGLNOSD16
M9220/1		软骨瘤病 NOS	RGLBNOS
M9411/3		大圆细胞性星形细胞瘤(C71.-)	DYXBXXXXBL
M9420/3		纤维性星形细胞瘤(C71.-)	XWXXXXBLC7
M9421/3		毛细胞性星形细胞瘤(C71.-)	MXBXXXXBLC
